kod řeky,tyden,prumer
198400,28.08.2000,0.1546
198400,04.09.2000,0.2090
198400,11.09.2000,0.1606
198400,18.09.2000,0.1737
198400,25.09.2000,0.2381
198400,02.10.2000,0.3884
198400,09.10.2000,0.5471
198400,16.10.2000,0.5046
198400,23.10.2000,0.3429
198400,30.10.2000,0.3309
198400,06.11.2000,0.2454
198400,13.11.2000,0.2390
198400,20.11.2000,0.4036
198400,27.11.2000,0.4064
198400,04.12.2000,0.3606
198400,11.12.2000,0.2320
198400,18.12.2000,0.2247
198400,25.12.2000,0.2200
198400,01.01.2001,0.4314
198400,08.01.2001,0.5063
198400,15.01.2001,0.3781
198400,22.01.2001,0.3547
198400,29.01.2001,0.4336
198400,05.02.2001,0.9983
198400,12.02.2001,0.5147
198400,19.02.2001,0.3991
198400,26.02.2001,0.4130
198400,05.03.2001,0.3549
198400,12.03.2001,0.7060
198400,19.03.2001,1.5109
198400,26.03.2001,1.1747
198400,02.04.2001,1.1931
198400,09.04.2001,1.3886
198400,16.04.2001,1.0044
198400,23.04.2001,0.8113
198400,30.04.2001,0.8597
198400,07.05.2001,0.8051
198400,14.05.2001,0.6247
198400,21.05.2001,0.4609
198400,28.05.2001,0.3983
198400,04.06.2001,0.3567
198400,11.06.2001,0.3846
198400,18.06.2001,0.3160
198400,25.06.2001,0.2599
198400,02.07.2001,0.6409
198400,09.07.2001,0.3587
198400,16.07.2001,0.6173
198400,23.07.2001,0.3241
198400,30.07.2001,0.2801
198400,06.08.2001,0.3080
198400,13.08.2001,0.6934
198400,20.08.2001,0.5064
198400,27.08.2001,0.7044
198400,03.09.2001,1.1539
198400,10.09.2001,0.7844
198400,17.09.2001,0.9420
198400,24.09.2001,0.7613
198400,01.10.2001,0.6673
198400,08.10.2001,0.9129
198400,15.10.2001,0.8394
198400,22.10.2001,0.5343
198400,29.10.2001,0.5667
198400,05.11.2001,0.5873
198400,12.11.2001,0.5843
198400,19.11.2001,0.7180
198400,26.11.2001,0.7803
198400,03.12.2001,0.5699
198400,10.12.2001,1.0157
198400,17.12.2001,0.9250
198400,24.12.2001,1.1543
198400,31.12.2001,1.0624
198400,07.01.2002,0.8690
198400,14.01.2002,0.6003
198400,21.01.2002,0.4997
198400,28.01.2002,1.9660
198400,04.02.2002,1.0600
198400,11.02.2002,2.4557
198400,18.02.2002,1.3557
198400,25.02.2002,1.6657
198400,04.03.2002,1.1780
198400,11.03.2002,0.9377
198400,18.03.2002,1.2760
198400,25.03.2002,1.1360
198400,01.04.2002,0.8514
198400,08.04.2002,0.7580
198400,15.04.2002,0.8650
198400,22.04.2002,0.7939
198400,29.04.2002,0.9636
198400,06.05.2002,0.8939
198400,13.05.2002,0.7527
198400,20.05.2002,0.5709
198400,27.05.2002,0.6673
198400,03.06.2002,0.7263
198400,10.06.2002,0.7353
198400,17.06.2002,0.7917
198400,24.06.2002,1.0493
198400,01.07.2002,0.4561
198400,08.07.2002,0.4596
198400,15.07.2002,0.7249
198400,22.07.2002,0.6971
198400,29.07.2002,0.4450
198400,05.08.2002,1.0863
198400,12.08.2002,5.7014
198400,19.08.2002,1.1977
198400,26.08.2002,0.8680
198400,02.09.2002,0.7757
198400,09.09.2002,0.7587
198400,16.09.2002,0.7274
198400,23.09.2002,0.8067
198400,30.09.2002,0.7136
198400,07.10.2002,0.6944
198400,14.10.2002,0.8327
198400,21.10.2002,0.9080
198400,28.10.2002,0.9874
198400,04.11.2002,1.3181
198400,11.11.2002,1.3543
198400,18.11.2002,2.0843
198400,25.11.2002,3.0257
198400,02.12.2002,1.6443
198400,09.12.2002,0.9347
198400,16.12.2002,1.0301
198400,23.12.2002,1.4081
198400,30.12.2002,6.0914
198400,06.01.2003,2.1800
198400,13.01.2003,1.5243
198400,20.01.2003,1.2129
198400,27.01.2003,1.3294
198400,03.02.2003,1.1211
198400,10.02.2003,0.8486
198400,17.02.2003,0.7903
198400,24.02.2003,0.8820
198400,03.03.2003,1.1229
198400,10.03.2003,1.5243
198400,17.03.2003,0.9953
198400,24.03.2003,0.7577
198400,31.03.2003,0.7964
198400,07.04.2003,0.6844
198400,14.04.2003,0.7070
198400,21.04.2003,0.6100
198400,28.04.2003,0.5316
198400,05.05.2003,0.7601
198400,12.05.2003,0.7223
198400,19.05.2003,0.7277
198400,26.05.2003,0.5089
198400,02.06.2003,0.4071
198400,09.06.2003,0.3380
198400,16.06.2003,0.3406
198400,23.06.2003,0.2546
198400,30.06.2003,0.3499
198400,07.07.2003,0.2601
198400,14.07.2003,0.2694
198400,21.07.2003,0.4304
198400,28.07.2003,0.4811
198400,04.08.2003,0.3023
198400,11.08.2003,0.2206
198400,18.08.2003,0.2110
198400,25.08.2003,0.1704
198400,01.09.2003,0.1983
198400,08.09.2003,0.1957
198400,15.09.2003,0.2187
198400,22.09.2003,0.2506
198400,29.09.2003,0.3410
198400,06.10.2003,0.4149
198400,13.10.2003,0.4716
198400,20.10.2003,0.3394
198400,27.10.2003,0.3893
198400,03.11.2003,0.4859
198400,10.11.2003,0.4603
198400,17.11.2003,0.4606
198400,24.11.2003,0.4716
198400,01.12.2003,0.4991
198400,08.12.2003,0.5497
198400,15.12.2003,0.5440
198400,22.12.2003,0.5160
198400,29.12.2003,0.3861
198400,05.01.2004,0.3930
198400,12.01.2004,0.7106
198400,19.01.2004,0.5667
198400,26.01.2004,0.3700
198400,02.02.2004,0.9221
198400,09.02.2004,0.4374
198400,16.02.2004,0.3519
198400,23.02.2004,0.2656
198400,01.03.2004,0.2763
198400,08.03.2004,0.2900
198400,15.03.2004,0.3794
198400,22.03.2004,1.0376
198400,29.03.2004,0.5096
198400,05.04.2004,0.3777
198400,12.04.2004,0.2893
198400,19.04.2004,0.2517
198400,26.04.2004,0.2431
198400,03.05.2004,0.3071
198400,10.05.2004,0.7323
198400,17.05.2004,0.4229
198400,24.05.2004,0.2497
198400,31.05.2004,0.5289
198400,07.06.2004,0.4813
198400,14.06.2004,0.3787
198400,21.06.2004,0.2647
198400,28.06.2004,0.2053
198400,05.07.2004,0.2616
198400,12.07.2004,0.2453
198400,19.07.2004,0.1410
198400,26.07.2004,0.1321
198400,02.08.2004,0.1226
198400,09.08.2004,0.1010
198400,16.08.2004,0.1023
198400,23.08.2004,0.1143
198400,30.08.2004,0.1172
198400,06.09.2004,0.0937
198400,13.09.2004,0.0888
198400,20.09.2004,0.0876
198400,27.09.2004,0.1357
198400,04.10.2004,0.2297
198400,11.10.2004,0.2980
198400,18.10.2004,0.3363
198400,25.10.2004,0.3376
198400,01.11.2004,0.3394
198400,08.11.2004,0.5177
198400,15.11.2004,0.4577
198400,22.11.2004,0.4123
198400,29.11.2004,0.3811
198400,06.12.2004,0.3289
198400,13.12.2004,0.2699
198400,20.12.2004,0.3296
198400,27.12.2004,0.3433
198400,03.01.2005,0.2996
198400,10.01.2005,0.2279
198400,17.01.2005,0.5501
198400,24.01.2005,0.4384
198400,31.01.2005,0.4503
198400,07.02.2005,1.2176
198400,14.02.2005,2.5229
198400,21.02.2005,0.4820
198400,28.02.2005,0.3469
198400,07.03.2005,0.5264
198400,14.03.2005,3.3641
198400,21.03.2005,1.6343
198400,28.03.2005,0.8506
198400,04.04.2005,0.6493
198400,11.04.2005,0.5504
198400,18.04.2005,0.4006
198400,25.04.2005,0.3503
198400,02.05.2005,0.4900
198400,09.05.2005,0.4190
198400,16.05.2005,0.5449
198400,23.05.2005,1.0163
198400,30.05.2005,0.4340
198400,06.06.2005,0.6857
198400,13.06.2005,0.4219
198400,20.06.2005,0.1719
198400,27.06.2005,0.2577
198400,04.07.2005,0.8430
198400,11.07.2005,0.4714
198400,18.07.2005,0.2856
198400,25.07.2005,0.4469
198400,01.08.2005,0.3924
198400,08.08.2005,1.0766
198400,15.08.2005,0.7121
198400,22.08.2005,0.0778
198400,29.08.2005,0.1270
198400,05.09.2005,0.1467
198400,12.09.2005,0.1670
198400,19.09.2005,0.1549
198400,26.09.2005,0.2136
198400,03.10.2005,0.2740
198400,10.10.2005,0.2984
198400,17.10.2005,0.3106
198400,24.10.2005,0.2637
198400,31.10.2005,0.3023
198400,07.11.2005,0.2681
198400,14.11.2005,0.3014
198400,21.11.2005,0.2223
198400,28.11.2005,0.2163
198400,05.12.2005,0.2190
198400,12.12.2005,0.2190
198400,19.12.2005,0.2151
198400,26.12.2005,0.2121
198400,02.01.2006,0.1869
198400,09.01.2006,0.1753
198400,16.01.2006,0.2011
198400,23.01.2006,0.1179
198400,30.01.2006,0.1654
198400,06.02.2006,0.2224
198400,13.02.2006,1.6683
198400,20.02.2006,0.7763
198400,27.02.2006,0.1444
198400,06.03.2006,0.1972
198400,13.03.2006,0.3041
198400,20.03.2006,1.2257
198400,27.03.2006,2.3571
198400,03.04.2006,1.3040
198400,10.04.2006,0.7923
198400,17.04.2006,0.7370
198400,24.04.2006,0.8516
198400,01.05.2006,0.5663
198400,08.05.2006,0.4286
198400,15.05.2006,0.5164
198400,22.05.2006,0.7679
198400,29.05.2006,0.7843
198400,05.06.2006,0.3191
198400,12.06.2006,0.1721
198400,19.06.2006,0.1730
198400,26.06.2006,0.2456
198400,03.07.2006,0.1999
198400,10.07.2006,0.1729
198400,17.07.2006,0.1566
198400,24.07.2006,0.1494
198400,31.07.2006,0.2293
198400,07.08.2006,0.2389
198400,14.08.2006,0.1860
198400,21.08.2006,0.2166
198400,28.08.2006,0.2281
198400,04.09.2006,0.1527
198400,11.09.2006,0.1541
198400,18.09.2006,0.1450
198400,25.09.2006,0.1899
198400,02.10.2006,0.1540
198400,09.10.2006,0.2037
198400,16.10.2006,0.1697
198400,23.10.2006,0.1533
198400,30.10.2006,0.1569
198400,06.11.2006,0.1974
198400,13.11.2006,0.1447
198400,20.11.2006,0.1323
198400,27.11.2006,0.1553
198400,04.12.2006,0.1883
198400,11.12.2006,0.2090
198400,18.12.2006,0.1717
198400,25.12.2006,0.1546
198400,01.01.2007,0.1577
198400,08.01.2007,0.2171
198400,15.01.2007,0.1249
198400,22.01.2007,0.1483
198400,29.01.2007,0.6843
198400,05.02.2007,0.5126
198400,12.02.2007,0.4393
198400,19.02.2007,0.3566
198400,26.02.2007,0.2670
198400,05.03.2007,0.1904
198400,12.03.2007,0.1710
198400,19.03.2007,0.2020
198400,26.03.2007,0.2300
198400,02.04.2007,0.2053
198400,09.04.2007,0.1904
198400,16.04.2007,0.1734
198400,23.04.2007,0.1503
198400,30.04.2007,0.1471
198400,07.05.2007,0.1663
198400,14.05.2007,0.1896
198400,21.05.2007,0.1456
198400,28.05.2007,0.1476
198400,04.06.2007,0.1334
198400,11.06.2007,0.1186
198400,18.06.2007,0.1408
198400,25.06.2007,0.1640
198400,02.07.2007,0.1331
198400,09.07.2007,0.1956
198400,16.07.2007,0.1973
198400,23.07.2007,0.1168
198400,30.07.2007,0.1014
198400,06.08.2007,0.1918
198400,13.08.2007,0.1501
198400,20.08.2007,0.1424
198400,27.08.2007,0.1030
198400,03.09.2007,0.0744
198400,10.09.2007,0.0798
198400,17.09.2007,0.1323
198400,24.09.2007,0.1970
198400,01.10.2007,0.1979
198400,08.10.2007,0.1660
198400,15.10.2007,0.1499
198400,22.10.2007,0.1711
198400,29.10.2007,0.1536
198400,05.11.2007,0.2401
198400,12.11.2007,0.5221
198400,19.11.2007,0.3056
198400,26.11.2007,0.2899
198400,03.12.2007,0.3114
198400,10.12.2007,0.3080
198400,17.12.2007,0.2337
198400,24.12.2007,0.1923
198400,31.12.2007,0.1264
198400,07.01.2008,0.2453
198400,14.01.2008,0.3413
198400,21.01.2008,0.4681
198400,28.01.2008,0.3131
198400,04.02.2008,0.2629
198400,11.02.2008,0.2586
198400,18.02.2008,0.2804
198400,25.02.2008,0.3726
198400,03.03.2008,0.5181
198400,10.03.2008,0.3044
198400,17.03.2008,0.3084
198400,24.03.2008,0.2396
198400,31.03.2008,0.2813
198400,07.04.2008,0.4104
198400,14.04.2008,0.3003
198400,21.04.2008,0.3259
198400,28.04.2008,0.3353
198400,05.05.2008,0.2690
198400,12.05.2008,0.3447
198400,19.05.2008,0.6417
198400,26.05.2008,0.1927
198400,02.06.2008,0.6340
198400,09.06.2008,0.1981
198400,16.06.2008,0.1378
198400,23.06.2008,0.1316
198400,30.06.2008,0.0764
198400,07.07.2008,0.1280
198400,14.07.2008,0.1210
198400,21.07.2008,0.0942
198400,28.07.2008,0.0569
198400,04.08.2008,0.0390
198400,11.08.2008,0.1175
198400,18.08.2008,0.1087
198400,25.08.2008,0.0606
198400,01.09.2008,0.0457
198400,08.09.2008,0.0413
198400,15.09.2008,0.0597
198400,22.09.2008,0.0567
198400,29.09.2008,0.0611
198400,06.10.2008,0.1135
198400,13.10.2008,0.2110
198400,20.10.2008,0.2479
198400,27.10.2008,0.4353
198400,03.11.2008,0.2810
198400,10.11.2008,0.2257
198400,17.11.2008,0.2574
198400,24.11.2008,0.1994
198400,01.12.2008,0.1350
198400,08.12.2008,0.2206
198400,15.12.2008,0.4037
198400,22.12.2008,0.3296
198400,29.12.2008,0.2170
198400,05.01.2009,0.1494
198400,12.01.2009,0.1413
198400,19.01.2009,0.1583
198400,26.01.2009,0.1480
198400,02.02.2009,0.1230
198400,09.02.2009,0.2023
198400,16.02.2009,0.1630
198400,23.02.2009,1.2403
198400,02.03.2009,1.3657
198400,09.03.2009,1.0943
198400,16.03.2009,0.9229
198400,23.03.2009,0.6476
198400,30.03.2009,0.4651
198400,06.04.2009,0.3510
198400,13.04.2009,0.3030
198400,20.04.2009,0.2167
198400,27.04.2009,0.2070
198400,04.05.2009,0.1993
198400,11.05.2009,0.3496
198400,18.05.2009,0.3020
198400,25.05.2009,0.4074
198400,01.06.2009,0.2487
198400,08.06.2009,0.2220
198400,15.06.2009,0.1744
198400,22.06.2009,0.3104
198400,29.06.2009,0.2846
198400,06.07.2009,0.1523
198400,13.07.2009,0.3154
198400,20.07.2009,0.2487
198400,27.07.2009,0.0891
198400,03.08.2009,0.1550
198400,10.08.2009,0.0470
198400,17.08.2009,0.0368
198400,24.08.2009,0.0212
198400,31.08.2009,0.0366
198400,07.09.2009,0.0482
198400,14.09.2009,0.0449
198400,21.09.2009,0.0464
198400,28.09.2009,0.0645
198400,05.10.2009,0.2249
198400,12.10.2009,0.1184
198400,19.10.2009,0.0937
198400,26.10.2009,0.1610
198400,02.11.2009,0.3201
198400,09.11.2009,0.2387
198400,16.11.2009,0.1611
198400,23.11.2009,0.1811
198400,30.11.2009,0.2816
198400,07.12.2009,0.5091
198400,14.12.2009,0.2994
198400,21.12.2009,0.2506
198400,28.12.2009,0.5200
198400,04.01.2010,0.5097
198400,11.01.2010,0.3776
198400,18.01.2010,0.3269
198400,25.01.2010,0.3093
198400,01.02.2010,0.2716
198400,08.02.2010,0.2160
198400,15.02.2010,0.1811
198400,22.02.2010,1.5734
198400,01.03.2010,2.2714
198400,08.03.2010,0.9029
198400,15.03.2010,0.9570
198400,22.03.2010,0.8309
198400,29.03.2010,0.6329
198400,05.04.2010,0.4227
198400,12.04.2010,1.2273
198400,19.04.2010,0.4740
198400,26.04.2010,0.4393
198400,03.05.2010,0.5889
198400,10.05.2010,0.7560
198400,17.05.2010,0.5380
198400,24.05.2010,0.6226
198400,31.05.2010,1.3516
198400,07.06.2010,1.1343
198400,14.06.2010,0.5064
198400,21.06.2010,0.2233
198400,28.06.2010,0.0832
198400,05.07.2010,0.1646
198400,12.07.2010,0.1014
198400,19.07.2010,0.8972
198400,26.07.2010,0.6266
198400,02.08.2010,1.1014
198400,09.08.2010,1.4629
198400,16.08.2010,1.1487
198400,23.08.2010,0.6897
198400,30.08.2010,0.5887
198400,06.09.2010,0.3373
198400,13.09.2010,0.3001
198400,20.09.2010,0.4344
198400,27.09.2010,2.6443
198400,04.10.2010,0.9891
198400,11.10.2010,0.6616
198400,18.10.2010,0.6561
198400,25.10.2010,0.6056
198400,01.11.2010,0.6486
198400,08.11.2010,0.8467
198400,15.11.2010,0.7520
198400,22.11.2010,1.2396
198400,29.11.2010,0.7601
198400,06.12.2010,1.2106
198400,13.12.2010,1.4423
198400,20.12.2010,1.3029
198400,27.12.2010,0.9401
198400,03.01.2011,1.5006
198400,10.01.2011,9.9643
198400,17.01.2011,4.3200
198400,24.01.2011,1.8543
198400,31.01.2011,1.6914
198400,07.02.2011,1.7086
198400,14.02.2011,1.2371
198400,21.02.2011,0.8389
198400,28.02.2011,0.7224
198400,07.03.2011,0.6641
198400,14.03.2011,1.6221
198400,21.03.2011,1.3651
198400,28.03.2011,0.7507
198400,04.04.2011,0.6056
198400,11.04.2011,0.5157
198400,18.04.2011,0.4431
198400,25.04.2011,0.4637
198400,02.05.2011,0.5186
198400,09.05.2011,0.4853
198400,16.05.2011,0.4356
198400,23.05.2011,0.2407
198400,30.05.2011,0.2491
198400,06.06.2011,0.5367
198400,13.06.2011,0.3881
198400,20.06.2011,0.5177
198400,27.06.2011,0.2634
198400,04.07.2011,0.2481
198400,11.07.2011,0.2971
198400,18.07.2011,2.7379
198400,25.07.2011,1.1599
198400,01.08.2011,1.5129
198400,08.08.2011,0.7733
198400,15.08.2011,1.2640
198400,22.08.2011,0.8377
198400,29.08.2011,0.5100
198400,05.09.2011,0.4279
198400,12.09.2011,0.3657
198400,19.09.2011,0.4660
198400,26.09.2011,0.3027
198400,03.10.2011,0.3764
198400,10.10.2011,0.4139
198400,17.10.2011,0.4783
198400,24.10.2011,0.5243
198400,31.10.2011,0.4983
198400,07.11.2011,0.5339
198400,14.11.2011,0.5679
198400,21.11.2011,0.4996
198400,28.11.2011,0.4783
198400,05.12.2011,0.7571
198400,12.12.2011,0.5639
198400,19.12.2011,0.5630
198400,26.12.2011,0.5153
198400,02.01.2012,0.5950
198400,09.01.2012,0.6286
198400,16.01.2012,1.5434
198400,23.01.2012,2.1200
198400,30.01.2012,0.5434
198400,06.02.2012,0.4259
198400,13.02.2012,0.5791
198400,20.02.2012,0.9641
198400,27.02.2012,0.9281
198400,05.03.2012,0.6709
198400,12.03.2012,0.7029
198400,19.03.2012,0.5770
198400,26.03.2012,0.4647
198400,02.04.2012,0.3801
198400,09.04.2012,0.6654
198400,16.04.2012,0.7927
198400,23.04.2012,0.4980
198400,30.04.2012,0.3399
198400,07.05.2012,0.3311
198400,14.05.2012,0.2509
198400,21.05.2012,0.1793
198400,28.05.2012,0.1843
198400,04.06.2012,0.2063
198400,11.06.2012,0.2846
198400,18.06.2012,0.3244
198400,25.06.2012,0.1931
198400,02.07.2012,1.0571
198400,09.07.2012,0.2901
198400,16.07.2012,0.3417
198400,23.07.2012,0.2451
198400,30.07.2012,0.1336
198400,06.08.2012,0.1897
198400,13.08.2012,0.1360
198400,20.08.2012,0.0773
198400,27.08.2012,0.2616
198400,03.09.2012,0.1899
198400,10.09.2012,0.3831
198400,17.09.2012,0.3087
198400,24.09.2012,0.2474
198400,01.10.2012,0.2614
198400,08.10.2012,0.3394
198400,15.10.2012,0.3589
198400,22.10.2012,0.4750
198400,29.10.2012,0.6807
198400,05.11.2012,0.9806
198400,12.11.2012,0.6679
198400,19.11.2012,0.4523
198400,26.11.2012,0.9804
198400,03.12.2012,0.6627
198400,10.12.2012,0.5251
198400,17.12.2012,1.4310
198400,24.12.2012,3.9029
198400,31.12.2012,1.6700
198400,07.01.2013,1.5886
198400,14.01.2013,0.9794
198400,21.01.2013,0.6774
198400,28.01.2013,3.0931
198400,04.02.2013,1.7386
198400,11.02.2013,0.9043
198400,18.02.2013,0.7644
198400,25.02.2013,1.8314
198400,04.03.2013,2.9157
198400,11.03.2013,2.5643
198400,18.03.2013,1.8486
198400,25.03.2013,1.2600
198400,01.04.2013,1.0259
198400,08.04.2013,0.8830
198400,15.04.2013,0.8439
198400,22.04.2013,0.7381
198400,29.04.2013,0.6367
198400,06.05.2013,1.4361
198400,13.05.2013,0.9364
198400,20.05.2013,0.9777
198400,27.05.2013,9.2343
198400,03.06.2013,13.0800
198400,10.06.2013,3.0986
198400,17.06.2013,1.1933
198400,24.06.2013,2.2691
198400,01.07.2013,0.9117
198400,08.07.2013,0.4739
198400,15.07.2013,0.2699
198400,22.07.2013,0.2291
198400,29.07.2013,1.3211
198400,05.08.2013,3.3271
198400,12.08.2013,1.0669
198400,19.08.2013,0.7786
198400,26.08.2013,2.3286
198400,02.09.2013,0.8293
198400,09.09.2013,0.9681
198400,16.09.2013,0.9963
198400,23.09.2013,0.8179
198400,30.09.2013,0.7163
198400,07.10.2013,1.3504
198400,14.10.2013,1.4657
198400,21.10.2013,1.2143
198400,28.10.2013,0.9606
198400,04.11.2013,0.9779
198400,11.11.2013,1.0520
198400,18.11.2013,0.8734
198400,25.11.2013,0.7027
198400,02.12.2013,0.6721
198400,09.12.2013,0.7003
198400,16.12.2013,0.5901
198400,23.12.2013,0.5526
198400,30.12.2013,0.4830
198400,06.01.2014,0.5296
198400,13.01.2014,0.4684
198400,20.01.2014,0.5367
198400,27.01.2014,0.4504
198400,03.02.2014,0.5039
198400,10.02.2014,0.5506
198400,17.02.2014,0.4879
198400,24.02.2014,0.4353
198400,03.03.2014,0.3859
198400,10.03.2014,0.3477
198400,17.03.2014,0.4386
198400,24.03.2014,0.9657
198400,31.03.2014,0.4286
198400,07.04.2014,0.3507
198400,14.04.2014,0.3510
198400,21.04.2014,0.4116
198400,28.04.2014,0.4637
198400,05.05.2014,0.3243
198400,12.05.2014,0.5809
198400,19.05.2014,1.0960
198400,26.05.2014,0.9644
198400,02.06.2014,0.3274
198400,09.06.2014,0.2417
198400,16.06.2014,0.1784
198400,23.06.2014,0.1921
198400,30.06.2014,0.1590
198400,07.07.2014,0.5614
198400,14.07.2014,0.2056
198400,21.07.2014,1.1369
198400,28.07.2014,0.3576
198400,04.08.2014,0.4903
198400,11.08.2014,0.2867
198400,18.08.2014,0.1886
198400,25.08.2014,0.3531
198400,01.09.2014,0.4587
198400,08.09.2014,1.4177
198400,15.09.2014,1.3843
198400,22.09.2014,0.8133
198400,29.09.2014,0.5750
198400,06.10.2014,0.6376
198400,13.10.2014,1.2147
198400,20.10.2014,1.5786
198400,27.10.2014,1.0361
198400,03.11.2014,0.7750
198400,10.11.2014,0.6970
198400,17.11.2014,1.1983
198400,24.11.2014,0.8807
198400,01.12.2014,1.0774
198400,08.12.2014,0.9097
198400,15.12.2014,0.8534
198400,22.12.2014,0.7983
198400,29.12.2014,0.6783
198400,05.01.2015,1.1561
198400,12.01.2015,1.1137
198400,19.01.2015,0.7464
198400,26.01.2015,0.6697
198400,02.02.2015,0.4943
198400,09.02.2015,0.4863
198400,16.02.2015,0.4176
198400,23.02.2015,0.4136
198400,02.03.2015,0.5089
198400,09.03.2015,0.4229
198400,16.03.2015,0.3721
198400,23.03.2015,0.3174
198400,30.03.2015,0.6131
198400,06.04.2015,0.4464
198400,13.04.2015,0.3426
198400,20.04.2015,0.2989
198400,27.04.2015,0.4541
198400,04.05.2015,0.4929
198400,11.05.2015,0.2620
198400,18.05.2015,0.2017
198400,25.05.2015,0.2006
198400,01.06.2015,0.1626
198400,08.06.2015,0.2509
198400,15.06.2015,0.1714
198400,22.06.2015,0.1891
198400,29.06.2015,0.1209
198400,06.07.2015,0.0732
198400,13.07.2015,0.0615
198400,20.07.2015,0.0510
198400,27.07.2015,0.0569
198400,03.08.2015,0.0416
198400,10.08.2015,0.0499
198400,17.08.2015,0.4909
198400,24.08.2015,0.1166
198400,31.08.2015,0.0916
198400,07.09.2015,0.0920
198400,14.09.2015,0.0860
198400,21.09.2015,0.0727
198400,28.09.2015,0.0638
198400,05.10.2015,0.1707
198400,12.10.2015,0.2716
198400,19.10.2015,0.2743
198400,26.10.2015,0.3674
198400,02.11.2015,0.3094
198400,09.11.2015,0.3106
198400,16.11.2015,0.6701
198400,23.11.2015,0.4549
198400,30.11.2015,0.5791
198400,07.12.2015,0.3966
198400,14.12.2015,0.3781
198400,21.12.2015,0.3540
198400,28.12.2015,0.2887
198400,04.01.2016,0.1711
198400,11.01.2016,0.4639
198400,18.01.2016,0.3173
198400,25.01.2016,0.6176
198400,01.02.2016,0.4840
198400,08.02.2016,0.3841
198400,15.02.2016,0.3054
198400,22.02.2016,0.5613
198400,29.02.2016,0.9256
198400,07.03.2016,0.6721
198400,14.03.2016,0.4300
198400,21.03.2016,0.3693
198400,28.03.2016,0.3351
198400,04.04.2016,0.3696
198400,11.04.2016,0.3670
198400,18.04.2016,0.2637
198400,25.04.2016,0.1940
198400,02.05.2016,0.1694
198400,09.05.2016,0.1211
198400,16.05.2016,0.0941
198400,23.05.2016,0.7440
198400,30.05.2016,0.7350
198400,06.06.2016,0.2817
198400,13.06.2016,0.3126
198400,20.06.2016,0.2170
198400,27.06.2016,0.2300
198400,04.07.2016,0.0997
198400,11.07.2016,0.1247
198400,18.07.2016,0.1621
198400,25.07.2016,0.1429
198400,01.08.2016,0.2069
198400,08.08.2016,0.1583
198400,15.08.2016,0.0895
198400,22.08.2016,0.0910
198400,29.08.2016,0.0670
198400,05.09.2016,0.0498
198400,12.09.2016,0.0952
198400,19.09.2016,0.1374
198400,26.09.2016,0.0912
198400,03.10.2016,0.3570
198400,10.10.2016,0.2923
198400,17.10.2016,0.2614
198400,24.10.2016,0.3651
198400,31.10.2016,0.4181
198400,07.11.2016,0.4814
198400,14.11.2016,0.4367
198400,21.11.2016,0.3864
198400,28.11.2016,0.2147
198400,05.12.2016,0.1797
198400,12.12.2016,0.2027
198400,19.12.2016,0.1897
198400,26.12.2016,0.2007
198400,02.01.2017,0.1733
198400,09.01.2017,0.1693
198400,16.01.2017,0.1247
198400,23.01.2017,0.1161
198400,30.01.2017,0.1534
198400,06.02.2017,0.2193
198400,13.02.2017,0.3231
198400,20.02.2017,0.8343
198400,27.02.2017,0.4647
198400,06.03.2017,0.5796
198400,13.03.2017,0.5859
198400,20.03.2017,0.5914
198400,27.03.2017,0.3143
198400,03.04.2017,0.4769
198400,10.04.2017,0.2857
198400,17.04.2017,0.3113
198400,24.04.2017,0.3779
198400,01.05.2017,0.3194
198400,08.05.2017,0.2084
198400,15.05.2017,0.1334
198400,22.05.2017,0.0779
198400,29.05.2017,0.0636
198400,05.06.2017,0.0633
198400,12.06.2017,0.0395
198400,19.06.2017,0.0446
198400,26.06.2017,0.7374
198400,03.07.2017,0.1803
198400,10.07.2017,0.2053
198400,17.07.2017,0.1607
198400,24.07.2017,0.1640
198400,31.07.2017,0.0818
198400,07.08.2017,0.1880
198400,14.08.2017,0.1291
198400,21.08.2017,0.0781
198400,28.08.2017,0.1611
198400,04.09.2017,0.1125
198400,11.09.2017,0.0986
198400,18.09.2017,0.0844
198400,25.09.2017,0.0960
198400,02.10.2017,0.1541
198400,09.10.2017,0.2834
198400,16.10.2017,0.3359
198400,23.10.2017,0.4177
198400,30.10.2017,0.4206
198400,06.11.2017,0.2753
198400,13.11.2017,0.3669
198400,20.11.2017,0.3514
198400,27.11.2017,0.3240
198400,04.12.2017,0.3124
198400,11.12.2017,0.3061
198400,18.12.2017,0.3124
198400,25.12.2017,0.3880
198400,01.01.2018,0.9283
198400,08.01.2018,0.5239
198400,15.01.2018,0.3983
198400,22.01.2018,0.4234
198400,29.01.2018,0.3979
198400,05.02.2018,0.3033
198400,12.02.2018,0.2561
198400,19.02.2018,0.2010
198400,26.02.2018,0.1297
198400,05.03.2018,0.2601
198400,12.03.2018,0.9101
198400,19.03.2018,0.5719
198400,26.03.2018,0.4679
198400,02.04.2018,0.3916
198400,09.04.2018,0.2734
198400,16.04.2018,0.3083
198400,23.04.2018,0.1671
198400,30.04.2018,0.1077
198400,07.05.2018,0.0741
198400,14.05.2018,0.1175
198400,21.05.2018,0.1164
198400,28.05.2018,0.1511
198400,04.06.2018,0.1006
198400,11.06.2018,0.3501
198400,18.06.2018,0.0704
198400,25.06.2018,0.0563
198400,02.07.2018,0.0447
